tweet_id,writer,post_date,body,comment_num,retweet_num,like_num,ticker_symbol,date,time,va_sentiment_score
947625869954174976,permabear_uk,1514766588,"Microsoft $MSFT settled +1.6% at $85.54, making for a 2017 gain of 40.7%. FPE 22s. Y 2.0%. NM 24.6%. M/t bullish, soft psy' $100. Any monthly close >100 will offer 125/30, viable as early as end 2018. If seen, then $INDU 30k is a given, with $COMPQ in the 9000s.",0,0,5,MSFT,2018-01-01,00:29:48,0.5267
947625965655556098,ExactOptionPick,1514766610,ACTIVE TRADERS Try one of these FREE trading guides:http://ow.ly/jdJX30hqjVi$NFLX $TSLA $AAPL $TWTR $GS $FB $AMZN $GOOGL $NVDA,0,0,0,GOOGL,2018-01-01,00:30:10,0.8159
947625965655556098,ExactOptionPick,1514766610,ACTIVE TRADERS Try one of these FREE trading guides:http://ow.ly/jdJX30hqjVi$NFLX $TSLA $AAPL $TWTR $GS $FB $AMZN $GOOGL $NVDA,0,0,0,AMZN,2018-01-01,00:30:10,0.8159
947626260284493824,talesftf,1514766681,"Damn, who’s tracking all those $TSLA executive departures now? It was a blast, thank you.",0,0,0,TSLA,2018-01-01,00:31:21,-0.0516
947626570226728960,TopTickrs,1514766755,"Start investing @RobinhoodApp and get a stock like $AAPL, $SHOP, or $BABA for FREE! Make sure to follow this link! #stocks http://share.robinhood.com/jonathm117",0,0,0,AAPL,2018-01-01,00:32:35,0.8561
947626976642248704,TopTickrs,1514766851,JOIN NOW! TALK STOCKS IN OUR GOAL ORIENTED CHAT ROOM AT http://TOPTICKERS.COM/STARTER $AAPL $TSLA $BTSC,0,0,0,AAPL,2018-01-01,00:34:11,0.4981
947627468839628800,ShawMeriam,1514766969,"Join @RobinhoodApp and we'll both get a share of stock like $AAPL, $F, or $S for free. Make sure to use my link.http://share.robinhood.com/meriams",0,0,0,AAPL,2018-01-01,00:36:09,0.8885
947627544957931521,talesftf,1514766987,"2025? More like 2018-2025. ~2020 lots of long-range EVs will hit the market (and by then, 150kW+ charging networks will also be available in all important car markets). $TSLA ? No more moat and (still) burning a lot of cash.",1,0,1,TSLA,2018-01-01,00:36:27,0.4124
947627972214767616,,1514767089,Try the discovery engine & social network for investors. Free. $AMZN $NFLX $GOOG #stocks,0,0,0,GOOG,2018-01-01,00:38:09,0.5106
947627972214767616,,1514767089,Try the discovery engine & social network for investors. Free. $AMZN $NFLX $GOOG #stocks,0,0,0,AMZN,2018-01-01,00:38:09,0.5106
947629181046837248,talesftf,1514767377,"“And then there’s the time that the steering wheel controls unexpectedly stopped working.” Yes, details. . $TSLA fanbois ignoring such major issues never fail to amaze me. The Tesla Model3 should most likely still be in internal testing, and not be sold to consumers...",1,0,0,TSLA,2018-01-01,00:42:57,0.4696
947629696841285632,permabear_uk,1514767500,"Qualcomm $QCOM settled -3.5% at $64.02, but that still made for a 2017 gain of 2.0%. The company is still in flux, as a secondary higher bid (of around $80) from $AVGO seems probable. Superior alts: $INTC $AAPL $MU $NVDA",0,1,2,AAPL,2018-01-01,00:45:00,0.8847
947629711416549376,OACtrading,1514767503,"If you are not making money in this market & want consistency, try our team http://ow.ly/pY3c30hqkb0   $SQ $NFLX $AMZN $AMD $TSLA $AAPL $GS",0,0,0,AAPL,2018-01-01,00:45:03,0.0772
947629711416549376,OACtrading,1514767503,"If you are not making money in this market & want consistency, try our team http://ow.ly/pY3c30hqkb0   $SQ $NFLX $AMZN $AMD $TSLA $AAPL $GS",0,0,0,AMZN,2018-01-01,00:45:03,0.0772
947629711416549376,OACtrading,1514767503,"If you are not making money in this market & want consistency, try our team http://ow.ly/pY3c30hqkb0   $SQ $NFLX $AMZN $AMD $TSLA $AAPL $GS",0,0,0,TSLA,2018-01-01,00:45:03,0.0772
947630332832092160,PortfolioBuzz,1514767652,"Imagine reading up on $Oil $AAPL $EURUSD concurrently on the same platform! http://cityfalcon.com/watchlists?assets=oil,%20aapl,%20eurusd…",0,0,0,AAPL,2018-01-01,00:47:32,0.0
947630419305947137,stockerblog,1514767672,What the #FAANG #stocks did in 2017Up 33% to 55%$FB $AAPL $AMZN $NFLX $GOOG,0,0,0,AAPL,2018-01-01,00:47:52,0.0
947630419305947137,stockerblog,1514767672,What the #FAANG #stocks did in 2017Up 33% to 55%$FB $AAPL $AMZN $NFLX $GOOG,0,0,0,GOOG,2018-01-01,00:47:52,0.0
947630419305947137,stockerblog,1514767672,What the #FAANG #stocks did in 2017Up 33% to 55%$FB $AAPL $AMZN $NFLX $GOOG,0,0,0,AMZN,2018-01-01,00:47:52,0.0
947632166707527680,staypufd,1514768089,"Artificial Intelligence's ""Holy Grail"" Victory @themotleyfool #stocks $IBM, $GOOGL, $GOOG",0,0,0,GOOG,2018-01-01,00:54:49,0.0
947632166707527680,staypufd,1514768089,"Artificial Intelligence's ""Holy Grail"" Victory @themotleyfool #stocks $IBM, $GOOGL, $GOOG",0,0,0,GOOGL,2018-01-01,00:54:49,0.0
947632744531496960,bostonbuckeye10,1514768227,"Join @RobinhoodApp and we'll both get a share of stock like $AAPL, $F, or $S for free. Make sure to use my link.https://share.robinhood.com/matthea1143",0,0,1,AAPL,2018-01-01,00:57:07,0.8885
947633513377030146,theshredlounge,1514768410,WE ARE LIVE TOMORROW IN THE SHRED LOUNGE! LETS KICK OFF 2018 WITH FREE #STOCK and #CRYPTO Technical Analysis! THIS IS OUR YEAR TO FOCUS! COME HANGOUT SUNDAY-THURSDAY 10 PM EASTERN http://ow.ly/YjFN30hvKrt  $BTC $ETH $EOS $XRP $BCC $DASH $LTC $IOT $TSLA $NFLX $ADA $XMR $ETC $ETP,0,0,1,TSLA,2018-01-01,01:00:10,0.7104
947634267890307073,BitcoinLootbox,1514768590,Are You Bullish Or Bearish On #Tesla? Start #Trading $TSLA With #Bitcoin!http://ElixiumCapital.com/BTC-TSLA/ Fast & Secure Exchange! Up To 200:1 Leverage! Get Paid #Dividends For Holding Your Position! Earn Passive Income With Auto Copy Trading!#BTC #Crypto #Cryptocurrency,0,0,0,TSLA,2018-01-01,01:03:10,0.6562
947634475785248770,Travz18,1514768639,"Join @RobinhoodApp and we'll both get a share of stock like $AAPL, $F, or $S for free. Make sure to use my link.https://share.robinhood.com/waynec125",0,0,0,AAPL,2018-01-01,01:03:59,0.8885
947634661051830278,PowerhedgeG,1514768684,The Case For Responsible Innovation $IYW $GOOG $GOOGL $AAPL $FB https://goo.gl/8dy881,0,0,0,AAPL,2018-01-01,01:04:44,0.5994
947634661051830278,PowerhedgeG,1514768684,The Case For Responsible Innovation $IYW $GOOG $GOOGL $AAPL $FB https://goo.gl/8dy881,0,0,0,GOOG,2018-01-01,01:04:44,0.5994
947634661051830278,PowerhedgeG,1514768684,The Case For Responsible Innovation $IYW $GOOG $GOOGL $AAPL $FB https://goo.gl/8dy881,0,0,0,GOOGL,2018-01-01,01:04:44,0.5994
947635173713154049,EdyVision,1514768806,"Join @RobinhoodApp and we'll both get a share of stock like $AAPL, $F, or $S for free. Make sure to use my link.http://share.robinhood.com/edmaryr",0,0,1,AAPL,2018-01-01,01:06:46,0.8885
947635277782310917,talesftf,1514768831,"How about the fully autonomous drive Elon Musk promised for 2017? Garage in CA to garage in NYC. Tick, tock... $TSLA",0,0,1,TSLA,2018-01-01,01:07:11,0.3612
947635622994436096,WeekHerald,1514768913,Numeric Investors LLC Raises Stake in Alphabet Inc $GOOGL http://ift.tt/2q1JA0i,0,0,0,GOOGL,2018-01-01,01:08:33,0.0
947636663395717120,stocknewstimes,1514769161,Bank of Hawaii Cuts Stake in Apple Inc. $AAPL http://ift.tt/2APDdRB,0,0,0,AAPL,2018-01-01,01:12:41,-0.296
947636994473103360,SP_Trades,1514769240,"As per the usual, February was another month of trading in the SharePlanner Splash Zone $FB $TSLA $GOOGL $GS $NFLX",0,0,0,GOOGL,2018-01-01,01:14:00,0.0
947636994473103360,SP_Trades,1514769240,"As per the usual, February was another month of trading in the SharePlanner Splash Zone $FB $TSLA $GOOGL $GS $NFLX",0,0,0,TSLA,2018-01-01,01:14:00,0.0
947637260178075648,OACtrading,1514769303,NOW OFFERING 7 Day FREE Trial to  options day trading team Room or $TWTR feed http://ow.ly/4DDZ30hqkb1$IBB $AAPL $NFLX $TSLA $AMZN $GOOGL,0,0,0,AAPL,2018-01-01,01:15:03,0.6166
947637260178075648,OACtrading,1514769303,NOW OFFERING 7 Day FREE Trial to  options day trading team Room or $TWTR feed http://ow.ly/4DDZ30hqkb1$IBB $AAPL $NFLX $TSLA $AMZN $GOOGL,0,0,0,GOOGL,2018-01-01,01:15:03,0.6166
947637260178075648,OACtrading,1514769303,NOW OFFERING 7 Day FREE Trial to  options day trading team Room or $TWTR feed http://ow.ly/4DDZ30hqkb1$IBB $AAPL $NFLX $TSLA $AMZN $GOOGL,0,0,0,AMZN,2018-01-01,01:15:03,0.6166
947637260178075648,OACtrading,1514769303,NOW OFFERING 7 Day FREE Trial to  options day trading team Room or $TWTR feed http://ow.ly/4DDZ30hqkb1$IBB $AAPL $NFLX $TSLA $AMZN $GOOGL,0,0,0,TSLA,2018-01-01,01:15:03,0.6166
947637465174691840,roxorfuxor,1514769352,"Long $WM & $AMZN, you heard the man!",0,0,0,AMZN,2018-01-01,01:15:52,0.7424
947639549525557248,RussellReyes65,1514769849,All eyes on $AMZN-here as it was rejected at trendline resistance and sent back into the box >,0,0,0,AMZN,2018-01-01,01:24:09,-0.8519
947639575333277696,TopTickrs,1514769855,LEVEL UP! SHARE IDEAS IN OUR RESEARCH BASED CHAT ROOM AT http://TOPTICKERS.COM/STARTER $AAPL $INFI $MARA,0,0,0,AAPL,2018-01-01,01:24:15,0.4981
947640134756859905,talesftf,1514769989,Issues of this magnitude are usually caught in internal testing - or there will be a very expensive recall coming down the road. That was my Model3 prediction for months (rushed release): The Model3 will either be delayed or there’s a high recall probability in 2018+. $TSLA,1,0,1,TSLA,2018-01-01,01:26:29,-0.2944
947640208085749761,MobilePotpurri,1514770006,Looks like 2nd gen #AirPods coming late 2018 - #wearables $AAPL #iOS,0,2,0,AAPL,2018-01-01,01:26:46,0.3612
947640317712281600,MobilePotpurri,1514770032,True. 2017 was a big year for #AI - $IBM $GOOG $MSFT  https://lnkd.in/g-fUJAK,0,2,0,GOOG,2018-01-01,01:27:12,0.4215
947640317712281600,MobilePotpurri,1514770032,True. 2017 was a big year for #AI - $IBM $GOOG $MSFT  https://lnkd.in/g-fUJAK,0,2,0,MSFT,2018-01-01,01:27:12,0.4215
947640826502569987,ooohhhstyles,1514770154,"Join @RobinhoodApp and we'll both get a share of stock like $AAPL, $F, or $S for free. Make sure to use my link.http://share.robinhood.com/chrisc325",1,0,0,AAPL,2018-01-01,01:29:14,0.8885
947641040609083397,ExactOptionPick,1514770205,ACTIVE TRADERS Try one of these FREE trading guides:http://ow.ly/eq2p30hqjVk$NFLX $TSLA $AAPL $SBUX $GS $FB $AMZN $GOOGL $NVDA,0,0,0,AAPL,2018-01-01,01:30:05,0.8159
947641040609083397,ExactOptionPick,1514770205,ACTIVE TRADERS Try one of these FREE trading guides:http://ow.ly/eq2p30hqjVk$NFLX $TSLA $AAPL $SBUX $GS $FB $AMZN $GOOGL $NVDA,0,0,0,GOOGL,2018-01-01,01:30:05,0.8159
947641040609083397,ExactOptionPick,1514770205,ACTIVE TRADERS Try one of these FREE trading guides:http://ow.ly/eq2p30hqjVk$NFLX $TSLA $AAPL $SBUX $GS $FB $AMZN $GOOGL $NVDA,0,0,0,AMZN,2018-01-01,01:30:05,0.8159
947641910868537345,talesftf,1514770412,This $TSLA thread is worth reading (make sure to read the follow-up posts / replies as well)....,0,0,1,TSLA,2018-01-01,01:33:32,0.4939
947642948342104064,Simonsstore,1514770659,Where are you on new year's in Vegas?? Create @Change https://change.org/p/petition-for-a-new-ceo-of-sears-holdings… $shld > $amzn watch @TIME,1,0,0,AMZN,2018-01-01,01:37:39,0.3527
947643375783677953,agbogard7,1514770761,"Rare candid photo citing on NYE!! With that limited edition, ‘The Boring Company’ hat on... @elonmusk #cheers $TSLA @TheBoringComp",0,0,0,TSLA,2018-01-01,01:39:21,-0.5837
947644812727128065,OACtrading,1514771104,"REAL TIME TRADE ALERTS via PRIVATE $TWTR FEED, perfect for people who have FT jobs and trade part-time! $AMZN $NFLX $GOOGL $BABA $JPM $FB",0,0,0,GOOGL,2018-01-01,01:45:04,0.6114
947644812727128065,OACtrading,1514771104,"REAL TIME TRADE ALERTS via PRIVATE $TWTR FEED, perfect for people who have FT jobs and trade part-time! $AMZN $NFLX $GOOGL $BABA $JPM $FB",0,0,0,AMZN,2018-01-01,01:45:04,0.6114
947645299937255425,MobilePotpurri,1514771220,Looks like #Huawei may be making inroads into US #smartphone market with possible Mate 10 launch with ATT in Feb - $T $VZW $S #Android #Oppo #OnePlus #Samsung $GOOG,1,3,2,GOOG,2018-01-01,01:47:00,0.3612
947645667593347078,talesftf,1514771308,Proofreading done by $TSLA spell checker / car QA. It’s all 100% ok.,0,0,0,TSLA,2018-01-01,01:48:28,0.296
947646471385600000,fasoclick1980,1514771499,"Join @RobinhoodApp and we'll both get a share of stock like $AAPL, $F, or $S for free. Make sure to use my link.http://share.robinhood.com/salfok",0,0,0,AAPL,2018-01-01,01:51:39,0.8885
947646577551720449,SmallCaps33,1514771525,Genuine testimonials from satisfied super_trades subscribers! @profitly http://smq.tc/1GEVAGO $TSLA $LULU $BITA $TWTR,0,0,0,TSLA,2018-01-01,01:52:05,0.4753
947646825439248385,MacHashNews,1514771584,"To Apple Fans around the World, Happy New Year 2018! http://dlvr.it/Q8NGbM #PatentlyApple $AAPL",0,0,0,AAPL,2018-01-01,01:53:04,0.6114
947648630789427200,ExactOptionPick,1514772014,Don't miss our next FREE OPTION TRADE.  Sign up for our Daily Free Trades at http://ow.ly/syZK30hqjVm $NVDA $TSLA $GS $GILD $F $GOOGL $FB,0,0,0,GOOGL,2018-01-01,02:00:14,0.9061
947648721449299968,nick0demus,1514772036,Wish I had bought a ton of Amazon $AMZN shares around then!,0,0,0,AMZN,2018-01-01,02:00:36,0.7088
947649609597296640,Guverna,1514772248,"Artificial Intelligence's ""Holy Grail"" Victory @themotleyfool #stocks $IBM, $GOOGL, $GOOG https://fool.com/investing/2017/12/31/artificial-intelligences-holy-grail-victory.aspx… #AI are you ready to bow down to your robot overlords.",0,0,0,GOOG,2018-01-01,02:04:08,0.3612
947649609597296640,Guverna,1514772248,"Artificial Intelligence's ""Holy Grail"" Victory @themotleyfool #stocks $IBM, $GOOGL, $GOOG https://fool.com/investing/2017/12/31/artificial-intelligences-holy-grail-victory.aspx… #AI are you ready to bow down to your robot overlords.",0,0,0,GOOGL,2018-01-01,02:04:08,0.3612
947651154204340225,TopTickrs,1514772616,"Start trading with @RobinhoodApp and get a stock like $AAPL, $MU, or $BAC for FREE! Make sure to follow this link! #investing, http://share.robinhood.com/jonathm117",0,0,0,AAPL,2018-01-01,02:10:16,0.8561
947651896554213376,elliottwaves,1514772793,$AAPL weekly chart & longer term thought from 12/14 @ the site http://ow.ly/fxGQG #ElliottWave #Stocks #Trend #Cycles #AAPL,0,0,1,AAPL,2018-01-01,02:13:13,0.0
947652361895469056,OACtrading,1514772904,"If you are not making money in this market & want consistency, try our team http://ow.ly/jZRx30hqkb2   $FB $NFLX $AMZN $NVDA $TSLA $AAPL $GS",0,0,0,AAPL,2018-01-01,02:15:04,0.0772
947652361895469056,OACtrading,1514772904,"If you are not making money in this market & want consistency, try our team http://ow.ly/jZRx30hqkb2   $FB $NFLX $AMZN $NVDA $TSLA $AAPL $GS",0,0,0,AMZN,2018-01-01,02:15:04,0.0772
947652361895469056,OACtrading,1514772904,"If you are not making money in this market & want consistency, try our team http://ow.ly/jZRx30hqkb2   $FB $NFLX $AMZN $NVDA $TSLA $AAPL $GS",0,0,0,TSLA,2018-01-01,02:15:04,0.0772
947652417038012416,elliottwaves,1514772917,$AAPL hourly from this weekend update on 12/31 http://ow.ly/fxGQG Think the high from 12/18 was a (B) wave of a flat #AAPL #ElliottWave #Trend #Cycles #sequences #stocks #Markets,0,1,1,AAPL,2018-01-01,02:15:17,0.7184
947652421429346304,MobilePotpurri,1514772918,(Slideshow) Top 20 #IIoT applications - $ABB $AMZN $BA $CAT #RTI https://lnkd.in/g_tSvbi,0,3,2,AMZN,2018-01-01,02:15:18,0.2023
947652884321259521,DayTradersGroup,1514773028,Beginners Guide to Trading Stock Options  - In December We Traded:  $TWTR $AMZN $TSLA $SPX $NVDA $PCLN &  more,0,3,2,AMZN,2018-01-01,02:17:08,0.0
947652884321259521,DayTradersGroup,1514773028,Beginners Guide to Trading Stock Options  - In December We Traded:  $TWTR $AMZN $TSLA $SPX $NVDA $PCLN &  more,0,3,2,TSLA,2018-01-01,02:17:08,0.0
947654800505802752,politicalHEDGE,1514773485,Re-shared from 12/04/2017║Google now runs 3.0 gigawatts of 100% renewable energy $GOOGL https://hedgeaccordingly.com/2017/12/google-now-runs-3-0-gigawatts-of-100-renewable-energy-googl.html… | #energy,0,0,1,GOOGL,2018-01-01,02:24:45,0.2732
947654878402351104,OptionAlarm,1514773504,"With past performance like this, how can you not sign up for a Free 7-day trial to http://ow.ly/IdAf30hqkl1? Winning Option Swing Trades Since 2006  $AAPL $MSFT $NVDA $AMD",0,0,0,AAPL,2018-01-01,02:25:04,0.8481
947654878402351104,OptionAlarm,1514773504,"With past performance like this, how can you not sign up for a Free 7-day trial to http://ow.ly/IdAf30hqkl1? Winning Option Swing Trades Since 2006  $AAPL $MSFT $NVDA $AMD",0,0,0,MSFT,2018-01-01,02:25:04,0.8481
947655891607724037,CashflowStocks1,1514773745,http://smq.tc/1HZzRnE 4 concepts To Mastering Short Selling by timothysykes $OHRP $GOOG $TASR $XON $LUV,0,0,0,GOOG,2018-01-01,02:29:05,-0.7184
947656150073462786,ExactOptionPick,1514773807,ACTIVE TRADERS Try one of these FREE trading guides:http://ow.ly/YyMZ30hqjVn$NFLX $TSLA $AAPL $HD $GS $FB $AMZN $GOOGL $NVDA,0,0,0,GOOGL,2018-01-01,02:30:07,0.8159
947656150073462786,ExactOptionPick,1514773807,ACTIVE TRADERS Try one of these FREE trading guides:http://ow.ly/YyMZ30hqjVn$NFLX $TSLA $AAPL $HD $GS $FB $AMZN $GOOGL $NVDA,0,0,0,AMZN,2018-01-01,02:30:07,0.8159
947657390572400640,CharlieBravo33,1514774103,I blame Prince Elon and $TSLA for screwing up the weather and freezing America. Nice going genius.,0,0,3,TSLA,2018-01-01,02:35:03,-0.2263
947657405193601024,,1514774106,A list of free stock picks. $TWTR $TSLA $JMBA $EBAY $AMZN #stockpicks #stocks #stockmarket,0,1,1,AMZN,2018-01-01,02:35:06,0.5106
947657405193601024,,1514774106,A list of free stock picks. $TWTR $TSLA $JMBA $EBAY $AMZN #stockpicks #stocks #stockmarket,0,1,1,TSLA,2018-01-01,02:35:06,0.5106
947657640787750912,PortfolioBuzz,1514774162,"Trends matter not only in fashion but also in trading. Click to check $TSLA $RBS $LLOY http://cityfalcon.com/watchlists?assets=tsla,%20rbs,%20lloy…",0,0,0,TSLA,2018-01-01,02:36:02,0.0129
947658275406807041,Travelingcoolie,1514774314,"Happy New Years to you and your family! To all the best traders, thank you for a great 2017! I hope your 2018 is a awesome! @JustinPulitzer @Sassy_SPY @PeterReznicek @RedDogT3 @hmeisler @canuck2usa @NicSherrod @AndySwan @JeffMacke $AAPL $AMZN $FB $NFLX $XOM $BA $SPY",2,0,5,AAPL,2018-01-01,02:38:34,0.9732
947658275406807041,Travelingcoolie,1514774314,"Happy New Years to you and your family! To all the best traders, thank you for a great 2017! I hope your 2018 is a awesome! @JustinPulitzer @Sassy_SPY @PeterReznicek @RedDogT3 @hmeisler @canuck2usa @NicSherrod @AndySwan @JeffMacke $AAPL $AMZN $FB $NFLX $XOM $BA $SPY",2,0,5,AMZN,2018-01-01,02:38:34,0.9732
947658718891692032,TopTickrs,1514774419,LEVERAGE VOLATILITY! EXPLORE STRATEGIES IN OUR MARKET FOCUSED CHAT ROOM AT http://TOPTICKERS.COM/STARTER $AAPL $TSLA $LMFA,0,1,0,AAPL,2018-01-01,02:40:19,0.561
947659911391047680,OACtrading,1514774704,NOW OFFERING 7 Day FREE Trial to  options day trading team Room or $TWTR feed http://ow.ly/eQIE30hqkb3$NVDA $AAPL $NFLX $TSLA $AMZN $GOOGL,0,0,0,AAPL,2018-01-01,02:45:04,0.6166
947659911391047680,OACtrading,1514774704,NOW OFFERING 7 Day FREE Trial to  options day trading team Room or $TWTR feed http://ow.ly/eQIE30hqkb3$NVDA $AAPL $NFLX $TSLA $AMZN $GOOGL,0,0,0,GOOGL,2018-01-01,02:45:04,0.6166
947659911391047680,OACtrading,1514774704,NOW OFFERING 7 Day FREE Trial to  options day trading team Room or $TWTR feed http://ow.ly/eQIE30hqkb3$NVDA $AAPL $NFLX $TSLA $AMZN $GOOGL,0,0,0,AMZN,2018-01-01,02:45:04,0.6166
947659911391047680,OACtrading,1514774704,NOW OFFERING 7 Day FREE Trial to  options day trading team Room or $TWTR feed http://ow.ly/eQIE30hqkb3$NVDA $AAPL $NFLX $TSLA $AMZN $GOOGL,0,0,0,TSLA,2018-01-01,02:45:04,0.6166
947661229618757632,TopTickrs,1514775018,"Sign up with @RobinhoodApp and get a stock like $AAPL, $OSTK, or $GE for FREE! Make sure to follow this link! #trading http://share.robinhood.com/jonathm117",0,0,0,AAPL,2018-01-01,02:50:18,0.8561
947663529393483776,wil_bielert,1514775566,RT @MobilePotpurri: (Slideshow) Top 20 #IIoT applications - $ABB $AMZN $BA $CAT #RTI https://lnkd.in/g_tSvbi,0,0,0,AMZN,2018-01-01,02:59:26,0.2023
947663724462137350,ExactOptionPick,1514775613,251 Profit-Packed Option Trades Yearly--Delivered to Your Inbox Daily--FREE! http://ow.ly/u3Sb30hqjVo  $AMZN $GOOGL $BABA $MSFT,0,0,0,GOOGL,2018-01-01,03:00:13,0.0
947663724462137350,ExactOptionPick,1514775613,251 Profit-Packed Option Trades Yearly--Delivered to Your Inbox Daily--FREE! http://ow.ly/u3Sb30hqjVo  $AMZN $GOOGL $BABA $MSFT,0,0,0,AMZN,2018-01-01,03:00:13,0.0
947663724462137350,ExactOptionPick,1514775613,251 Profit-Packed Option Trades Yearly--Delivered to Your Inbox Daily--FREE! http://ow.ly/u3Sb30hqjVo  $AMZN $GOOGL $BABA $MSFT,0,0,0,MSFT,2018-01-01,03:00:13,0.0
947663748558356480,TopTickrs,1514775619,GET STARTED! EXPLORE STRATEGIES IN OUR MARKET FOCUSED CHAT ROOM AT http://TOPTICKERS.COM/STARTER $AAPL $SNAP $DRYS,0,0,0,AAPL,2018-01-01,03:00:19,0.561
947664838729392128,danHatt1,1514775878,"Join @RobinhoodApp and we'll both get a share of stock like $AAPL, $F, or $S for free. Make sure to use my link.https://share.robinhood.com/danielh2262",0,0,0,AAPL,2018-01-01,03:04:38,0.8885
947667457610801152,OACtrading,1514776503,"REAL TIME TRADE ALERTS via PRIVATE $TWTR FEED, perfect for people who have FT jobs and trade part-time! $AMZN $NFLX $GOOGL $BABA $NVDA",0,0,0,AMZN,2018-01-01,03:15:03,0.6114
947668324585963525,WeekHerald,1514776710,Mckinley Capital Management LLC Delaware Has $54.12 Million Holdings in Apple Inc. $AAPL http://ift.tt/2kQrDwT,0,0,0,AAPL,2018-01-01,03:18:30,0.0
947668511492661248,PortfolioBuzz,1514776754,Highest scoring stories for #SP500 under one watchlist $AAPL $WFC $XOM http://cityfalcon.com/watchlists?name=S%26P%20500%20Tracker…>,0,0,0,AAPL,2018-01-01,03:19:14,0.0
947669024355373056,HotpageNews,1514776876,Google looks to mend fences after rocky 2017 $GOOGL .... http://hotpagenews.com/r/198640Top100 http://hotpagenews.com,0,0,0,GOOGL,2018-01-01,03:21:16,0.0
